token,Headword,orth,gram,SenseNumber,sentence,author_surname,date,title,slug_obra,page_num
raiz,raiz,raiz,,1,"Segundo a opiniaõ de quasi todos os modernos depois de Linneo, os nomes
							das classes, e ordens devem somente ser tirados d'alguma das partes da
								 fructificaçaõ, e naõ do uso, virtudes,  [[b]]raiz[[/b]], tronco,
								folhas, modo de florecer,
							&c; elles consideraõ por conseguinte como improprios os titulos de
							cordiaes, bolbosas, arvores, arbustos, hervas, succulentas,
							asperifolias,  verticilladas, dorsiferas, corymbosas,
							&c.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,293
folhas,folha,folha,plural,1,"Segundo a opiniaõ de quasi todos os modernos depois de Linneo, os nomes
							das classes, e ordens devem somente ser tirados d'alguma das partes da
								 fructificaçaõ, e naõ do uso, virtudes,  raiz, tronco,
								[[b]]folhas[[/b]], modo de florecer,
							&c; elles consideraõ por conseguinte como improprios os titulos de
							cordiaes, bolbosas, arvores, arbustos, hervas, succulentas,
							asperifolias,  verticilladas, dorsiferas, corymbosas,
							&c.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,293
arvores,árvore,árvores,plural,1,"Segundo a opiniaõ de quasi todos os modernos depois de Linneo, os nomes
							das classes, e ordens devem somente ser tirados d'alguma das partes da
								 fructificaçaõ, e naõ do uso, virtudes,  raiz, tronco,
								folhas, modo de florecer,
							&c; elles consideraõ por conseguinte como improprios os titulos de
							cordiaes, bolbosas, [[b]]arvores[[/b]], arbustos, hervas, succulentas,
							asperifolias,  verticilladas, dorsiferas, corymbosas,
							&c.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,293
succulentas,suculento,suculentas,feminino plural,1,"Segundo a opiniaõ de quasi todos os modernos depois de Linneo, os nomes
							das classes, e ordens devem somente ser tirados d'alguma das partes da
								 fructificaçaõ, e naõ do uso, virtudes,  raiz, tronco,
								folhas, modo de florecer,
							&c; elles consideraõ por conseguinte como improprios os titulos de
							cordiaes, bolbosas, arvores, arbustos, hervas, [[b]]succulentas[[/b]],
							asperifolias,  verticilladas, dorsiferas, corymbosas,
							&c.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,293
verticilladas,verticilado,verticiladas,feminino plural,1,"Segundo a opiniaõ de quasi todos os modernos depois de Linneo, os nomes
							das classes, e ordens devem somente ser tirados d'alguma das partes da
								 fructificaçaõ, e naõ do uso, virtudes,  raiz, tronco,
								folhas, modo de florecer,
							&c; elles consideraõ por conseguinte como improprios os titulos de
							cordiaes, bolbosas, arvores, arbustos, hervas, succulentas,
							asperifolias,  [[b]]verticilladas[[/b]], dorsiferas, corymbosas,
							&c.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,293
bractéas,bráctea,brácteas,plural,1,"O habito externo neste sentido indica todas as partes de hum
									vegetal que naõ pertencem à flor e fructo; de modo que as [[b]]bractéas[[/b]]
									e pedunculos fazem já parte do habito externo.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,297
raizes,raiz,raiz,plural,1,"Dizer por ex. que o Polygonum tem o tronco articulado, e as articulaçoẽs
							ou juntas envaginadas, he  dar hum subsidio aos seus caracteres da fructificaçaõ, isto he, ao
							destinctivo de que constaõ de huma so semente aguda e trigumea; dizer,
							que as labiadas nascem de sementes de duas cotylédones, que tem as [[b]]raizes[[/b]] fibrosas, que as suas  folhas brotaõ enganchadas, saõ
							oppostas e simplez, naõ tem estipulas, e que as suas flores saõ oppostas
							ou em verticillo, &c. he ajudar os caracteres da fructificaçaõ desta
							familia, os quaes nos indicaõ que nella ha hum caliz tubuloso, huma corolla monopetala irregular de dois
							labios, apegada ao receptaculo, com quatro estames de que dois saõ mais
							curtos, o germe quadripartido e tornado emfim em quatro sementes nuas
							reclusas no fundo do calyz, o estylete
							terminado em dois estigmas, &c; de maneira que com a reuniaõ de
							todos estes destinctivos tirados de todas as partes das plantas daremos
							sempre hum mais seguro conhecimento dos generos, que he hum dos mais
							proveitosos trabalhos em Botanica.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,298
folhas,folha,folha,plural,1,"Dizer por ex. que o Polygonum tem o tronco articulado, e as articulaçoẽs
							ou juntas envaginadas, he  dar hum subsidio aos seus caracteres da fructificaçaõ, isto he, ao
							destinctivo de que constaõ de huma so semente aguda e trigumea; dizer,
							que as labiadas nascem de sementes de duas cotylédones, que tem as raizes fibrosas, que as suas  [[b]]folhas[[/b]] brotaõ enganchadas, saõ
							oppostas e simplez, naõ tem estipulas, e que as suas flores saõ oppostas
							ou em verticillo, &c. he ajudar os caracteres da fructificaçaõ desta
							familia, os quaes nos indicaõ que nella ha hum caliz tubuloso, huma corolla monopetala irregular de dois
							labios, apegada ao receptaculo, com quatro estames de que dois saõ mais
							curtos, o germe quadripartido e tornado emfim em quatro sementes nuas
							reclusas no fundo do calyz, o estylete
							terminado em dois estigmas, &c; de maneira que com a reuniaõ de
							todos estes destinctivos tirados de todas as partes das plantas daremos
							sempre hum mais seguro conhecimento dos generos, que he hum dos mais
							proveitosos trabalhos em Botanica.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,298
caliz,cálice,cálice,,1,"Dizer por ex. que o Polygonum tem o tronco articulado, e as articulaçoẽs
							ou juntas envaginadas, he  dar hum subsidio aos seus caracteres da fructificaçaõ, isto he, ao
							destinctivo de que constaõ de huma so semente aguda e trigumea; dizer,
							que as labiadas nascem de sementes de duas cotylédones, que tem as raizes fibrosas, que as suas  folhas brotaõ enganchadas, saõ
							oppostas e simplez, naõ tem estipulas, e que as suas flores saõ oppostas
							ou em verticillo, &c. he ajudar os caracteres da fructificaçaõ desta
							familia, os quaes nos indicaõ que nella ha hum [[b]]caliz[[/b]] tubuloso, huma corolla monopetala irregular de dois
							labios, apegada ao receptaculo, com quatro estames de que dois saõ mais
							curtos, o germe quadripartido e tornado emfim em quatro sementes nuas
							reclusas no fundo do calyz, o estylete
							terminado em dois estigmas, &c; de maneira que com a reuniaõ de
							todos estes destinctivos tirados de todas as partes das plantas daremos
							sempre hum mais seguro conhecimento dos generos, que he hum dos mais
							proveitosos trabalhos em Botanica.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,298
calyz,cálice,cálice,,1,"Dizer por ex. que o Polygonum tem o tronco articulado, e as articulaçoẽs
							ou juntas envaginadas, he  dar hum subsidio aos seus caracteres da fructificaçaõ, isto he, ao
							destinctivo de que constaõ de huma so semente aguda e trigumea; dizer,
							que as labiadas nascem de sementes de duas cotylédones, que tem as raizes fibrosas, que as suas  folhas brotaõ enganchadas, saõ
							oppostas e simplez, naõ tem estipulas, e que as suas flores saõ oppostas
							ou em verticillo, &c. he ajudar os caracteres da fructificaçaõ desta
							familia, os quaes nos indicaõ que nella ha hum caliz tubuloso, huma corolla monopetala irregular de dois
							labios, apegada ao receptaculo, com quatro estames de que dois saõ mais
							curtos, o germe quadripartido e tornado emfim em quatro sementes nuas
							reclusas no fundo do [[b]]calyz[[/b]], o estylete
							terminado em dois estigmas, &c; de maneira que com a reuniaõ de
							todos estes destinctivos tirados de todas as partes das plantas daremos
							sempre hum mais seguro conhecimento dos generos, que he hum dos mais
							proveitosos trabalhos em Botanica.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,298
zoologia,Zoologia,Zoologia,,1,"Estas consideraçoẽs naõ tem dobrado os defensores da theoria da
							fructificaçaõ; elles repondem ordinariamente, que a Botanica tendo muito
							mais especies que descrever e classar do que a [[b]]zoologia[[/b]], e sendo os organos de que esta deduz os caracteres
							genericos muito mais numerosos do que os daquella devem ambas seguir
							diversas leys methodicas; que nos animaes os ventriculos do coraçaõ e
							outros organos relativos ao movimento, sensibilidade, digestaõ e
							respiraçaõ saõ mais proprios para dar extensos resultados communs do que
							saõ os genitaes, o que succede pelo contrario nos vegetaes, em que os
							dictos organos subministraõ vastos destinctivos geraes e uniformes,
							tanto pelo seu numero, e pela infinidade  de formas, como pela sua posiçaõ e apego; que os caracteres,
							deduzidos do habito somente, serão sempre insufficientes para fundar
							nelles hum methodo, ou nunca poderaõ ser fundamentaes e primarios; que
							os fundamentaes so sè podem tirar da fructificacaõ, e que os tirados do
							habito saõ accessivos e presuppoem a existencia dos precedentes; que
							pode succeder que na inflorecencia, nas folhas, e outras partes do habito se achem notas uniformes,
							capazes de ajudar a caracterizar hum genero ou familia, mas que estas
							notas por si so seraõ insufficientes; que pelo contrario na
							fructificaçaõ se achaõ sempre notas sufficientes para caracterizar
							qualquer sorte de generos sem depender das notas do habito externo, como
							se prova pelo systema de Linneo em que todos os generos saõ fundados em
							notas tiradas somente da fructificaçaõ; que por conseguinte ainda que
							seja acertado consultar o habito externo na formaçaõ dos generos, naõ ha
							necessidade de lhes ajuntar o caracter habitual, mas basta o que he
							fundado nas notas da fructificaçaõ para os fazer reconhecer com certeza;
							e emfim que o numero das cotylédones e situaçaõ do corculo, como
							relativos a semente, rigorosamente pertenciaõ à fructificaçaõ, e o mesmo
							eraõ os caracteres tirados das umbrellas nas umbrelladas, dos
							amentilhos, e espadices em razaõ destas partes dizerem relaçaõ ao calyz, que se considera em geral como
							pertencente á fructificaçaõ.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,298
folhas,folha,folha,plural,1,"Estas consideraçoẽs naõ tem dobrado os defensores da theoria da
							fructificaçaõ; elles repondem ordinariamente, que a Botanica tendo muito
							mais especies que descrever e classar do que a zoologia, e sendo os organos de que esta deduz os caracteres
							genericos muito mais numerosos do que os daquella devem ambas seguir
							diversas leys methodicas; que nos animaes os ventriculos do coraçaõ e
							outros organos relativos ao movimento, sensibilidade, digestaõ e
							respiraçaõ saõ mais proprios para dar extensos resultados communs do que
							saõ os genitaes, o que succede pelo contrario nos vegetaes, em que os
							dictos organos subministraõ vastos destinctivos geraes e uniformes,
							tanto pelo seu numero, e pela infinidade  de formas, como pela sua posiçaõ e apego; que os caracteres,
							deduzidos do habito somente, serão sempre insufficientes para fundar
							nelles hum methodo, ou nunca poderaõ ser fundamentaes e primarios; que
							os fundamentaes so sè podem tirar da fructificacaõ, e que os tirados do
							habito saõ accessivos e presuppoem a existencia dos precedentes; que
							pode succeder que na inflorecencia, nas [[b]]folhas[[/b]], e outras partes do habito se achem notas uniformes,
							capazes de ajudar a caracterizar hum genero ou familia, mas que estas
							notas por si so seraõ insufficientes; que pelo contrario na
							fructificaçaõ se achaõ sempre notas sufficientes para caracterizar
							qualquer sorte de generos sem depender das notas do habito externo, como
							se prova pelo systema de Linneo em que todos os generos saõ fundados em
							notas tiradas somente da fructificaçaõ; que por conseguinte ainda que
							seja acertado consultar o habito externo na formaçaõ dos generos, naõ ha
							necessidade de lhes ajuntar o caracter habitual, mas basta o que he
							fundado nas notas da fructificaçaõ para os fazer reconhecer com certeza;
							e emfim que o numero das cotylédones e situaçaõ do corculo, como
							relativos a semente, rigorosamente pertenciaõ à fructificaçaõ, e o mesmo
							eraõ os caracteres tirados das umbrellas nas umbrelladas, dos
							amentilhos, e espadices em razaõ destas partes dizerem relaçaõ ao calyz, que se considera em geral como
							pertencente á fructificaçaõ.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,299
calyz,cálice,cálice,,1,"Estas consideraçoẽs naõ tem dobrado os defensores da theoria da
							fructificaçaõ; elles repondem ordinariamente, que a Botanica tendo muito
							mais especies que descrever e classar do que a zoologia, e sendo os organos de que esta deduz os caracteres
							genericos muito mais numerosos do que os daquella devem ambas seguir
							diversas leys methodicas; que nos animaes os ventriculos do coraçaõ e
							outros organos relativos ao movimento, sensibilidade, digestaõ e
							respiraçaõ saõ mais proprios para dar extensos resultados communs do que
							saõ os genitaes, o que succede pelo contrario nos vegetaes, em que os
							dictos organos subministraõ vastos destinctivos geraes e uniformes,
							tanto pelo seu numero, e pela infinidade  de formas, como pela sua posiçaõ e apego; que os caracteres,
							deduzidos do habito somente, serão sempre insufficientes para fundar
							nelles hum methodo, ou nunca poderaõ ser fundamentaes e primarios; que
							os fundamentaes so sè podem tirar da fructificacaõ, e que os tirados do
							habito saõ accessivos e presuppoem a existencia dos precedentes; que
							pode succeder que na inflorecencia, nas folhas, e outras partes do habito se achem notas uniformes,
							capazes de ajudar a caracterizar hum genero ou familia, mas que estas
							notas por si so seraõ insufficientes; que pelo contrario na
							fructificaçaõ se achaõ sempre notas sufficientes para caracterizar
							qualquer sorte de generos sem depender das notas do habito externo, como
							se prova pelo systema de Linneo em que todos os generos saõ fundados em
							notas tiradas somente da fructificaçaõ; que por conseguinte ainda que
							seja acertado consultar o habito externo na formaçaõ dos generos, naõ ha
							necessidade de lhes ajuntar o caracter habitual, mas basta o que he
							fundado nas notas da fructificaçaõ para os fazer reconhecer com certeza;
							e emfim que o numero das cotylédones e situaçaõ do corculo, como
							relativos a semente, rigorosamente pertenciaõ à fructificaçaõ, e o mesmo
							eraõ os caracteres tirados das umbrellas nas umbrelladas, dos
							amentilhos, e espadices em razaõ destas partes dizerem relaçaõ ao [[b]]calyz[[/b]], que se considera em geral como
							pertencente á fructificaçaõ.",BROTERO,1788,Compendio de Botanica. Tomo primeiro,compendio1brotero,299
