token,Headword,orth,gram,SenseNumber,sentence,author_surname,date,title,page,slug_obra
epiderme,epiderme,epiderme,,2,"He huma rede grossa sobre a epiderme, ou periosteo
              de certas conchas. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 128)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,128,diciovandelli
concameraçoens,concameração,concamerações,plural,1,"Certas 
                concameraçoens divididas entre si. Nautilus. fig. 16. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 131)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,131,diciovandelli
filamentos,filamento,filamento,plural,2,"Saõ os filamentos das
              conchas multivalves. Lepas. Tab. XIII. fig. 2. d. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 131)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,131,diciovandelli
tuberculos,tubérculo,tubérculos,plural,1,"Diz-se de huma coroa feita de tuberculos agudos com incisoens profundas, ou tambem a
              circumferencia, ou margem das conchas bivalves com pequenas excavacoens, ou
              incisoens. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 133)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,133,diciovandelli
tuberculos,tubérculo,tubérculos,plural,1,"Conchas univalves, cujos aculeos, ou  tuberculos formaõ huma coroa sobre a clavicula. V.
              Clavicula. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 134)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,134,diciovandelli
escamoso,escamoso,escamoso,,1,"Quasi escamoso. Holothuria phantapus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 135)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,135,diciovandelli
longitudinaes,longitudinal,longitudinais,plural,1,"Elevaçoens longitudinaes, raras vezes transversaes, que se observaõ em algumas testas
              das conchas. Ostrea Pecten, Buccinum Harpa. Tab. XII. fig. 14. Murex. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 135)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,135,diciovandelli
Membranaceas,membranáceo,Membranáceas,feminino plural,1,"Membranaceas (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 135)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,135,diciovandelli
tuberculos,tubérculo,tubérculos,plural,1,"Com tuberculos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 135)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,135,diciovandelli
tuberculos,tubérculo,tubérculos,plural,1,"Saõ alguns tuberculos chatos com hum buraco no meio, os quaes se achaõ na parte
              interior dos braços da Sepia. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 135)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,135,diciovandelli
Membranaceo,membranáceo,Membranáceo,,1,"Membranaceo, dobrado, ou
                retorcido, fazendo angulo agudo na dobra. Muctra. fig. 10. a. a. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 136)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,136,diciovandelli
concamerações,concameração,concameração,plural,1,"Divizaõ das  concamerações, ou
              cellulas. Nautilus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 137)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,137,diciovandelli
lacinias,lacínia,lacínias,plural,1,"O labio dividido em abas, ou lacinias extendidas. Strombus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 137)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,137,diciovandelli
tuberculos,tubérculo,tubérculos,plural,1,"Diz-se da concha cuja clavicula, espiras, canaliculaturas, linhas, pontos, e  tuberculos se naõ podem observar, ou estaõ como safadas, pelas
              interrupções, que causa a sua antiguidade. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 139)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,139,diciovandelli
pedunculo,pedúnculo,pedúnculo,,1,"Com pésinho, ou pedunculo. V. na Botanica. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 140)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,140,diciovandelli
Botanica,Botânica,Botânica,,1,"Com pésinho, ou pedunculo. V. na Botanica. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 140)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,140,diciovandelli
ennoveladas,enovelado,enoveladas,feminino plural,1,"Cellulas 
                ennoveladas, ou amontoadas. Cellepora verrucosa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 140)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,140,diciovandelli
caliz,cálice,cálice,,1,"Á maneira de copo de  caliz. Madrepora
              cavernosa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 140)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,140,diciovandelli
membranaceo,membranáceo,membranáceo,,1,"Tubo membranaceo, pelo qual algumas especies de
              Lepas, ou Anomias se pegaõ a outros corpos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 141)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,141,diciovandelli
diaphragma,diafragma,diafragma,,2,"Isthmo, á semelhança da lingua de terra, que se acha entre dous mares, he a
              divizaõ, que se observa em cada diaphragma, que divide a cavidade do Nautilus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 141)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,141,diciovandelli
tuberculos,tubérculo,tubérculos,plural,1,"Com inchaçosinhos, ou tuberculos. Nerita. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 142)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,142,diciovandelli
caruncula,carúncula,carúncula,,1,"He huma pequena  caruncula
              branca, conica, negra na ponta, posta na parte posterior da mandibula de alguns
              molluscos. Limax Vid. Argenville. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 144)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,144,diciovandelli
lacinias,lacínia,lacínias,plural,1,"Com abas, ou 
              lacinias. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 145)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,145,diciovandelli
tuberculos,tubérculo,tubérculos,plural,1,"Concha reticulada com 
                tuberculos elevados na seçaõ das costas. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 145)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,145,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"Rodeado na regiaõ do anus com huma covinha quasi 
                longitudinal. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 145)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,145,diciovandelli
Membranaceo,membranáceo,Membranáceo,,1,"Membranaceo. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 145)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,145,diciovandelli
Anguladas,angulado,angulado,feminino plural,1,"Anguladas na parte
                inferior. Terebella. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 146)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,146,diciovandelli
tunica,túnica,túnica,,1,"Chama-sa olho hum ponto central na voluta, na summidade da
              concha no Lepas. Na ponta dos tentaculos do limax, Swammerdam chamou o centro destes
              tentaculos nervo optico, elle observa, que a ponta destes pelo interior he cuberta com
              a tunica chamada uvea; elle distinguio os tres humores,
              Aqueo, Vitreo, cristalino; mas naõ obstante isto suppomos os olhos nostes animaes como
              partes muito incognitas, aindaque os tentaculos sejaõ a sua parte mais
              sensivel. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 148)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,148,diciovandelli
membranacea,membranáceo,membranácea,feminino singular,1,"Lamina com a qual algumas conchas fechaõ a sua abertura, e esta, ou de substancia
              como cornea, ou de unha, ou testacea, ou  membranacea, como Helix Pomatia. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 148)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,148,diciovandelli
cirros,cirro,cirro,plural,1,"Com cirros. Mixine. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 148)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,148,diciovandelli
longitudinaes,longitudinal,longitudinais,plural,1,"Saõ certas malhas dispostas sem ordem, ou longitudinaes, ou obliquas. Os pontos saõ
              elevados, ou escavados. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 150)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,150,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"Raio nas conchas bivalves he huma prominencia  longitudinal, que
              principia do umbo, e vai divergindo até a outra extremidade. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 150)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,150,diciovandelli
membranacea,membranáceo,membranácea,feminino singular,1,"De substancia como  membranacea, e striada transversalmente, ou com
                linhas transversaes, ou atravessadas. Ostrea striatula. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 151)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,151,diciovandelli
entrecortadas,entrecortado,entrecortado,feminino plural,1,"Concha chêia de linhas simplices côradas  entrecortadas á maneira de rede. V. Argenvill. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 152)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,152,diciovandelli
epiderme,epiderme,epiderme,,2,"Dezenho natural sobre a epiderme da concha feito por
              linhas córadas. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 152)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,152,diciovandelli
Insectos,inseto,Insetos,plural,1,"He aquella parte do corpo do mollusco, que he mui distincta, sobre as espaduas do
              Limax, que corresponde ao escutello dos Insectos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 152)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,152,diciovandelli
diafragmas,diafragma,diafragma,plural,2,"Tubo cylindrico, ou canal cylindrico, que attravessa de parte a parte os diafragmas, ou divisoẽs das
              conchas, ̃q tem muitas cavidades. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 153)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,153,diciovandelli
concameraçoens,concameração,concamerações,plural,1,"Tubo articulado, que passa pelas  concameraçoens do Nautilus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 153)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,153,diciovandelli
setaceo,setáceo,setáceo,,1,"Á maneira de seda, ou  setaceo. Murex
                tribulus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 153)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,153,diciovandelli
tuberculos,tubérculo,tubérculos,plural,1,"Coroada, ou cercada de tuberculos, ou de outra cousa aguda, Conus varius. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 154)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,154,diciovandelli
Ennovellada,enovelado,Enovelada,feminino singular,1,"Ennovellada com pequenas laminas. Madrepora pileus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 156)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,156,diciovandelli
filamentos,filamento,filamento,plural,2,"Composta de filamentos, e de substancia calcaria. Corallina. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 157)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,157,diciovandelli
longitudinaes,longitudinal,longitudinais,plural,1,"Diz-se de humas linhas finas, e  longitudinaes elevadas entre a cavidade de huns regos,
              pequenos, e superficiaes. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 158)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,158,diciovandelli
membranacea,membranáceo,membranácea,feminino singular,1,"De substancia  membranacea. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 158)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,158,diciovandelli
tuberculos,tubérculo,tubérculos,plural,1,"Com tuberculos,
                ou pequenos inchaços. Conus nussatella. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 159)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,159,diciovandelli
Insectos,inseto,Insetos,plural,1,"Saõ humas partes carnosas dos Vermes, que se pódem estender, e recolher
              voluntariamente, e correspondem ás antennas dos Insectos, com a differença porem, que nos insectos saõ as antennas cartilagineas, e articuladas, e naõ se podem recolher. Os tentaculos saõ dous,
              ou quatro. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 160)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,160,diciovandelli
insectos,inseto,insetos,plural,1,"Saõ humas partes carnosas dos Vermes, que se pódem estender, e recolher
              voluntariamente, e correspondem ás antennas dos Insectos, com a differença porem, que nos insectos saõ as antennas cartilagineas, e articuladas, e naõ se podem recolher. Os tentaculos saõ dous,
              ou quatro. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 160)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,160,diciovandelli
cartilagineas,cartilagíneo,cartilagíneas,feminino plural,1,"Saõ humas partes carnosas dos Vermes, que se pódem estender, e recolher
              voluntariamente, e correspondem ás antennas dos Insectos, com a differença porem, que nos insectos saõ as antennas cartilagineas, e articuladas, e naõ se podem recolher. Os tentaculos saõ dous,
              ou quatro. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 160)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,160,diciovandelli
lacinias,lacínia,lacínias,plural,1,"Divididos em ramos, ou lacinias recortadas. Holothuria frondosa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 161)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,161,diciovandelli
